# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 1000 bp upstream, 1000 bp downstream, 30000 bp max extension, curated regulatory domains included
A1BG	unnamed (+22875)
WFIKKN2	unnamed (-29092), unnamed (-25665), unnamed (-16164), unnamed (-11709), unnamed (-11513), unnamed (-4304), unnamed (+19379)
WHAMM	unnamed (+4)
WHRN	unnamed (+19918)
WIPF2	unnamed (-574)
WIPF3	unnamed (-10668), unnamed (-7924), unnamed (+25349)
WIPI1	unnamed (-17103), unnamed (-425)
WISP2	unnamed (-21008), unnamed (-11812), unnamed (-10746), unnamed (+11136), unnamed (+21640), unnamed (+22014), unnamed (+24214)
WISP3	unnamed (-24978)
WIZ	unnamed (-174)
WLS	unnamed (-24500), unnamed (-47)
WNK2	unnamed (-14190), unnamed (+11441)
WNK3	unnamed (-741)
WNK4	unnamed (-5252), unnamed (-4633), unnamed (-377)
WNT10A	unnamed (-4442)
WNT10B	unnamed (+362)
WNT11	unnamed (-18994), unnamed (-10604)
WNT3	unnamed (-24292), unnamed (-14369)
WNT4	unnamed (+7683), unnamed (+21246)
WNT5A	unnamed (-11047)
WNT5B	unnamed (-22781), unnamed (-15143), unnamed (+23804)
WNT6	unnamed (+16100)
WNT7A	unnamed (-11711), unnamed (-10651), unnamed (+9005)
WNT8A	unnamed (+24425)
WNT9A	unnamed (-29005), unnamed (-27950), unnamed (-24991), unnamed (+761), unnamed (+1083), unnamed (+17754)
WNT9B	unnamed (-18457), unnamed (-8534)
WRB	unnamed (-17501)
WRNIP1	unnamed (-8), unnamed (+18022)
WSB1	unnamed (-54), unnamed (+28816)
WSB2	unnamed (+987)
WSCD2	unnamed (-11579), unnamed (-8094), unnamed (+2574), unnamed (+11581)
WT1	unnamed (-12795), unnamed (-11596), unnamed (+2885)
WTAP	unnamed (+1373)
WTIP	unnamed (+18432)
WWOX	unnamed (-17870), unnamed (+661), unnamed (+12519)
WWP2	unnamed (-3), unnamed (+341)
WWTR1	unnamed (+1842)
XAB2	unnamed (+23856)
XAGE1A	unnamed (-7195)
XAGE1B	unnamed (-7174)
XBP1	unnamed (-1791)
XIAP	unnamed (-13380), unnamed (-9814)
XIRP1	unnamed (+10121), unnamed (+11565), unnamed (+21494)
XK	unnamed (-5711)
XKR3	unnamed (-3775)
XKR5	unnamed (+10280)
XKR6	unnamed (-513)
XKR7	unnamed (-14042)
XKR9	unnamed (-137)
XPA	unnamed (+905)
XPC	unnamed (-22555), unnamed (+55)
XPNPEP1	unnamed (+114), unnamed (+24270), unnamed (+24710)
XPNPEP2	unnamed (+17405)
XPNPEP3	unnamed (-393)
XPO1	unnamed (-1167), unnamed (-471), unnamed (-207), unnamed (+2), unnamed (+1166)
XPO4	unnamed (-2)
XPO5	unnamed (+13)
XPO6	unnamed (-26239), unnamed (-5654), unnamed (-287)
XPO7	unnamed (+2535)
XPOT	unnamed (-24232), unnamed (-4165), unnamed (-74)
XPR1	unnamed (-22093), unnamed (-20501)
XRCC1	unnamed (+27161)
XRCC2	unnamed (-28801), unnamed (+599)
XRCC4	unnamed (-311), unnamed (+25154)
XRCC5	unnamed (-12561), unnamed (-6121), unnamed (+1180)
XRCC6	unnamed (-132), unnamed (+29949)
XRN1	unnamed (-8), unnamed (+8486)
XRN2	unnamed (+8), unnamed (+552), unnamed (+22290)
XRRA1	unnamed (-24)
XXYLT1	unnamed (-681)
XYLB	unnamed (-44)
XYLT2	unnamed (-259), unnamed (+16058)
YAE1D1	unnamed (+14250)
YAF2	unnamed (-517), unnamed (-135), unnamed (+657)
YAP1	unnamed (-213)
YARS	unnamed (+777)
YARS2	unnamed (+605)
YBEY	unnamed (-182), unnamed (+10224), unnamed (+21507)
YBX1	unnamed (-859), unnamed (-91), unnamed (+722)
YBX2	unnamed (-1897), unnamed (-217), unnamed (+1181), unnamed (+11360)
YBX3	unnamed (+1204)
YDJC	unnamed (-85), unnamed (+694)
YEATS2	unnamed (-14641), unnamed (+271)
YEATS4	unnamed (-2088)
YES1	unnamed (-19812), unnamed (-17862), unnamed (+62)
YIF1A	unnamed (-1108)
YIF1B	unnamed (-1319), unnamed (+192), unnamed (+637)
YIPF1	unnamed (-2030), unnamed (-860)
YIPF2	unnamed (-50), unnamed (+793)
YIPF3	unnamed (-118)
YIPF4	unnamed (-5562)
YIPF6	unnamed (-5612), unnamed (+636), unnamed (+1403)
YKT6	unnamed (-10402), unnamed (-7463), unnamed (-6663), unnamed (-28), unnamed (+20443)
YLPM1	unnamed (-28049), unnamed (-8243)
YME1L1	unnamed (-65)
YOD1	unnamed (+15907)
YPEL1	unnamed (-18805), unnamed (-10187), unnamed (-4092), unnamed (-3652), unnamed (-2435), unnamed (-166), unnamed (+272), unnamed (+16615), unnamed (+17826), unnamed (+22828), unnamed (+24220), unnamed (+25242)
YPEL2	unnamed (+323), unnamed (+21969)
YPEL3	unnamed (-16565), unnamed (-896)
YPEL5	unnamed (-7593), unnamed (-338), unnamed (+971)
YRDC	unnamed (-173)
YTHDC1	unnamed (-423)
YTHDC2	unnamed (-24)
YTHDF1	unnamed (-107)
YTHDF2	unnamed (-3)
YTHDF3	unnamed (+1484), unnamed (+10772)
YWHAB	unnamed (-26434), unnamed (-77), unnamed (+12395)
YWHAE	unnamed (-13058), unnamed (+104)
YWHAG	unnamed (-8531), unnamed (+15376)
YWHAH	unnamed (-15144), unnamed (-14689), unnamed (-378), unnamed (+25873)
YWHAQ	unnamed (-9507), unnamed (-8068), unnamed (-698)
YWHAZ	unnamed (-29230), unnamed (-16351), unnamed (-7736), unnamed (+898)
YY1	unnamed (-25825), unnamed (-24416)
ZADH2	unnamed (+1904)
ZAP70	unnamed (-4763)
ZAR1L	unnamed (-107)
ZBED1	unnamed (+2398), unnamed (+26649)
ZBED3	unnamed (+23), unnamed (+4020), unnamed (+13477)
ZBED4	unnamed (-22139)
ZBED6	unnamed (-198)
ZBED9	unnamed (-10060)
ZBP1	unnamed (-9894), unnamed (+17140)
ZBTB1	unnamed (-180)
ZBTB10	unnamed (-92), unnamed (+20159)
ZBTB11	unnamed (+117), unnamed (+3261), unnamed (+22171)
ZBTB12	unnamed (-24138), unnamed (-264), unnamed (+1033), unnamed (+3454)
ZBTB16	unnamed (-16285), unnamed (+6397)
ZBTB17	unnamed (-5342), unnamed (+26302)
ZBTB18	unnamed (+11775), unnamed (+18399)
ZBTB2	unnamed (-326), unnamed (-48), unnamed (+664), unnamed (+16685)
ZBTB21	unnamed (-9118), unnamed (-8247), unnamed (-9)
ZBTB22	unnamed (-569)
ZBTB24	unnamed (-21665), unnamed (-15), unnamed (+3858)
ZBTB25	unnamed (+40)
ZBTB26	unnamed (-88)
ZBTB32	unnamed (-14)
ZBTB33	unnamed (-5442)
ZBTB34	unnamed (-24420)
ZBTB37	unnamed (-1596), unnamed (-757), unnamed (-244), unnamed (+1455), unnamed (+2783)
ZBTB38	unnamed (-17413)
ZBTB39	unnamed (-6341)
ZBTB4	unnamed (+542)
ZBTB40	unnamed (-23044), unnamed (-50)
ZBTB42	unnamed (+8607), unnamed (+15142)
ZBTB43	unnamed (-13523), unnamed (-8054), unnamed (+909)
ZBTB44	unnamed (-7696)
ZBTB45	unnamed (+307), unnamed (+6199)
ZBTB46	unnamed (-28916), unnamed (-14585), unnamed (-8383), unnamed (+8630)
ZBTB47	unnamed (-18417), unnamed (+749), unnamed (+1364)
ZBTB48	unnamed (+4256), unnamed (+21215)
ZBTB49	unnamed (-180)
ZBTB5	unnamed (-2309), unnamed (-539), unnamed (+240)
ZBTB6	unnamed (+323), unnamed (+7827), unnamed (+10255)
ZBTB7A	unnamed (-22586), unnamed (-17599), unnamed (+895)
ZBTB7B	unnamed (-2735), unnamed (-1523), unnamed (+1309), unnamed (+9664), unnamed (+14652), unnamed (+14995)
ZBTB8A	unnamed (-18514)
ZBTB8B	unnamed (-16127), unnamed (-6078), unnamed (+6346), unnamed (+22349), unnamed (+27545)
ZBTB8OS	unnamed (-396)
ZBTB9	unnamed (-29220), unnamed (-28674), unnamed (-26733), unnamed (-23444)
ZC2HC1B	unnamed (+4578)
ZC2HC1C	unnamed (+235), unnamed (+650)
ZC3H10	unnamed (+71), unnamed (+1420), unnamed (+6214)
ZC3H11A	unnamed (-179)
ZC3H11B	unnamed (-9)
ZC3H12A	unnamed (-3), unnamed (+5281)
ZC3H12C	unnamed (-23695), unnamed (-16796), unnamed (-14255), unnamed (-7678), unnamed (-7083)
ZC3H12D	unnamed (+3171), unnamed (+28172)
ZC3H13	unnamed (-19074)
ZC3H15	unnamed (-25486), unnamed (-334), unnamed (-24), unnamed (+403)
ZC3H18	unnamed (-26972), unnamed (-17413), unnamed (-8928), unnamed (-229), unnamed (+13095)
ZC3H3	unnamed (-4696)
ZC3H4	unnamed (-1011), unnamed (-55), unnamed (+541), unnamed (+1363)
ZC3H6	unnamed (+757)
ZC3H7B	unnamed (-15971), unnamed (+63), unnamed (+6652)
ZC3H8	unnamed (+345), unnamed (+25695)
ZC3HAV1	unnamed (-9480), unnamed (+14259), unnamed (+18399)
ZC3HAV1L	unnamed (-9317), unnamed (+25608)
ZC3HC1	unnamed (+46), unnamed (+25385)
ZCCHC10	unnamed (-7043), unnamed (+21)
ZCCHC11	unnamed (-7843)
ZCCHC12	unnamed (+15737)
ZCCHC14	unnamed (-29998), unnamed (-1079), unnamed (+4416), unnamed (+7104), unnamed (+26566), unnamed (+27215)
ZCCHC18	unnamed (+21495)
ZCCHC2	unnamed (-234), unnamed (+3854)
ZCCHC24	unnamed (-23340), unnamed (+4797)
ZCCHC3	unnamed (+476), unnamed (+2277), unnamed (+27539)
ZCCHC4	unnamed (-9969), unnamed (-127)
ZCCHC6	unnamed (-157)
ZCCHC7	unnamed (-442)
ZCCHC8	unnamed (-192), unnamed (+740)
ZCRB1	unnamed (+73)
ZCWPW1	unnamed (-653), unnamed (-88), unnamed (+411), unnamed (+29210)
ZCWPW2	unnamed (+104)
ZDHHC1	unnamed (+22876)
ZDHHC11	unnamed (-8615), unnamed (-5654)
ZDHHC11B	unnamed (-16299)
ZDHHC13	unnamed (+1), unnamed (+482), unnamed (+4076)
ZDHHC14	unnamed (-4322), unnamed (+12233)
ZDHHC16	unnamed (-74)
ZDHHC17	unnamed (-25758), unnamed (+520)
ZDHHC18	unnamed (-27850), unnamed (-21393), unnamed (+2221), unnamed (+26255)
ZDHHC19	unnamed (+3016)
ZDHHC20	unnamed (-2688)
ZDHHC22	unnamed (-11415), unnamed (-6922)
ZDHHC23	unnamed (-13966)
ZDHHC24	unnamed (+78)
ZDHHC4	unnamed (-71)
ZDHHC5	unnamed (+186), unnamed (+9004)
ZDHHC7	unnamed (-16153), unnamed (-4420), unnamed (+1702), unnamed (+6070), unnamed (+10469), unnamed (+28804)
ZDHHC8	unnamed (+591), unnamed (+6167)
ZDHHC9	unnamed (+17551)
ZEB2	unnamed (-4026), unnamed (+139), unnamed (+11710)
ZER1	unnamed (-11796), unnamed (-112)
ZFAND1	unnamed (-55), unnamed (+700)
ZFAND2A	unnamed (-17010), unnamed (-230), unnamed (+7525)
ZFAND2B	unnamed (-105)
ZFAND3	unnamed (-27875), unnamed (-128), unnamed (+235), unnamed (+1442), unnamed (+4133)
ZFAND4	unnamed (-5301), unnamed (-3084)
ZFAND5	unnamed (-19959), unnamed (+1789)
ZFAND6	unnamed (+1038)
ZFAT	unnamed (-6940), unnamed (-561), unnamed (-263), unnamed (+16346)
ZFC3H1	unnamed (-1286)
ZFP1	unnamed (-26464), unnamed (-26166), unnamed (+565)
ZFP30	unnamed (-25361), unnamed (-716)
ZFP36	unnamed (-4131), unnamed (-2929)
ZFP36L1	unnamed (-29171), unnamed (-1081), unnamed (-40), unnamed (+13040), unnamed (+14180)
ZFP36L2	unnamed (-569), unnamed (+629), unnamed (+4548)
ZFP41	unnamed (-27843), unnamed (-27131), unnamed (+1034), unnamed (+17935)
ZFP42	unnamed (-10929)
ZFP57	unnamed (-15509)
ZFP62	unnamed (-12783), unnamed (-301)
ZFP64	unnamed (-18632), unnamed (-12379), unnamed (+15916)
ZFP69	unnamed (-14172), unnamed (-13839), unnamed (+18316)
ZFP69B	unnamed (-302), unnamed (+12936), unnamed (+13269)
ZFP90	unnamed (-26956), unnamed (-12783)
ZFP91	unnamed (+603)
ZFP91-CNTF	unnamed (+542)
ZFP92	unnamed (-10410), unnamed (-1432)
ZFPM1	unnamed (-10034), unnamed (-4785), unnamed (-623), unnamed (+11890), unnamed (+15682)
ZFPM2	unnamed (-29317), unnamed (+10415)
ZFR	unnamed (-89), unnamed (+7716)
ZFR2	unnamed (-3023), unnamed (+5096)
ZFX	unnamed (+770)
ZFYVE1	unnamed (+95)
ZFYVE16	unnamed (-8367)
ZFYVE19	unnamed (+417)
ZFYVE21	unnamed (-188), unnamed (+3141), unnamed (+15068)
ZFYVE26	unnamed (-77)
ZFYVE27	unnamed (-12693), unnamed (-175), unnamed (+27424)
ZFYVE28	unnamed (-1379), unnamed (-243), unnamed (+4515), unnamed (+16367), unnamed (+28834)
ZFYVE9	unnamed (-7750), unnamed (-108)
ZG16	unnamed (-23823)
ZGLP1	unnamed (+4638), unnamed (+17578)
ZGPAT	unnamed (-114), unnamed (+11105), unnamed (+17435)
ZHX2	unnamed (+15995)
ZHX3	unnamed (-29678)
ZIC1	unnamed (+9861)
ZIC5	unnamed (+1592)
ZKSCAN1	unnamed (-26240), unnamed (-22906), unnamed (-6918), unnamed (-2625)
ZKSCAN2	unnamed (-8242), unnamed (+5926)
ZKSCAN3	unnamed (-5493)
ZKSCAN5	unnamed (+26497)
ZKSCAN8	unnamed (-6420), unnamed (-5057), unnamed (-53)
ZMAT2	unnamed (+10680), unnamed (+11035), unnamed (+18825), unnamed (+25524), unnamed (+25870)
ZMAT3	unnamed (-28556), unnamed (-16191), unnamed (+791), unnamed (+24458)
ZMIZ1	unnamed (-29939), unnamed (-16180), unnamed (-14600), unnamed (-2386), unnamed (+28199)
ZMIZ2	unnamed (-18881), unnamed (+907), unnamed (+26670)
ZMPSTE24	unnamed (+15)
ZMYM1	unnamed (-12949), unnamed (+4037)
ZMYM2	unnamed (+1608), unnamed (+16060)
ZMYM3	unnamed (-18444), unnamed (-14645), unnamed (-650)
ZMYM4	unnamed (+10509)
ZMYM5	unnamed (+17608)
ZMYM6	unnamed (-14869), unnamed (+192), unnamed (+696)
ZMYND12	unnamed (+215)
ZMYND19	unnamed (-165)
ZMYND8	unnamed (-8963), unnamed (-4075), unnamed (+195), unnamed (+25200)
ZNF10	unnamed (-10)
ZNF106	unnamed (-543)
ZNF114	unnamed (-14349), unnamed (-10239), unnamed (-265), unnamed (+10896), unnamed (+27102)
ZNF117	unnamed (-8546)
ZNF12	unnamed (-21017), unnamed (-146), unnamed (+4839), unnamed (+14901)
ZNF121	unnamed (-13674), unnamed (+18429)
ZNF124	unnamed (-158), unnamed (+15015)
ZNF131	unnamed (-662), unnamed (-15)
ZNF132	unnamed (-8829)
ZNF133	unnamed (-21807), unnamed (-15641)
ZNF134	unnamed (+1333)
ZNF138	unnamed (-18893), unnamed (-78)
ZNF140	unnamed (-21192), unnamed (+254), unnamed (+921)
ZNF141	unnamed (-8042)
ZNF142	unnamed (-214)
ZNF143	unnamed (-289)
ZNF146	unnamed (-28344), unnamed (+561)
ZNF148	unnamed (-19233), unnamed (-7100)
ZNF154	unnamed (-3894)
ZNF16	unnamed (-10171)
ZNF165	unnamed (-885), unnamed (-21), unnamed (+2462)
ZNF169	unnamed (-20091), unnamed (-32), unnamed (+21311)
ZNF17	unnamed (-7653), unnamed (-76)
ZNF174	unnamed (-337)
ZNF175	unnamed (-24433), unnamed (+16524)
ZNF180	unnamed (-25384), unnamed (-97), unnamed (+427), unnamed (+23854)
ZNF181	unnamed (-22131), unnamed (-1366), unnamed (-402)
ZNF184	unnamed (-25142), unnamed (-22656), unnamed (-6600), unnamed (-5711), unnamed (+183), unnamed (+20519)
ZNF185	unnamed (+27180)
ZNF195	unnamed (-1708), unnamed (-65)
ZNF2	unnamed (-111), unnamed (+27760)
ZNF20	unnamed (+22831)
ZNF202	unnamed (-750), unnamed (+10), unnamed (+5539)
ZNF205	unnamed (-6029), unnamed (-44)
ZNF207	unnamed (-29)
ZNF211	unnamed (-17632), unnamed (+18207)
ZNF212	unnamed (-2176), unnamed (-100)
ZNF213	unnamed (+1930), unnamed (+15723), unnamed (+17888), unnamed (+28562)
ZNF217	unnamed (-4713), unnamed (-582)
ZNF22	unnamed (-15764)
ZNF221	unnamed (-44)
ZNF224	unnamed (-14274)
ZNF225	unnamed (-76)
ZNF226	unnamed (+11581)
ZNF229	unnamed (-28191)
ZNF23	unnamed (-130)
ZNF239	unnamed (-6084)
ZNF24	unnamed (+442)
ZNF248	unnamed (-15582)
ZNF251	unnamed (+25285)
ZNF253	unnamed (-71)
ZNF26	unnamed (-21907), unnamed (-8974), unnamed (-78)
ZNF260	unnamed (-110)
ZNF263	unnamed (-18286), unnamed (-18029), unnamed (-16), unnamed (+504)
ZNF266	unnamed (+12660)
ZNF267	unnamed (-4120)
ZNF273	unnamed (-11445)
ZNF274	unnamed (+13742)
ZNF276	unnamed (-599), unnamed (-244)
ZNF28	unnamed (-13402), unnamed (-8966)
ZNF280A	unnamed (-16122), unnamed (-7183), unnamed (-1363), unnamed (-917), unnamed (-65), unnamed (+4916)
ZNF280B	unnamed (-6200), unnamed (-869), unnamed (+323)
ZNF280C	unnamed (-86), unnamed (+1428), unnamed (+8436)
ZNF280D	unnamed (-72)
ZNF281	unnamed (-16300)
ZNF282	unnamed (+4002)
ZNF283	unnamed (-13911), unnamed (-34)
ZNF284	unnamed (+7974)
ZNF286A	unnamed (-152)
ZNF286B	unnamed (-7822), unnamed (-144), unnamed (+20160)
ZNF287	unnamed (-15186)
ZNF292	unnamed (-33)
ZNF296	unnamed (+86)
ZNF3	unnamed (-2844)
ZNF30	unnamed (-9586), unnamed (-6419), unnamed (+26354)
ZNF300	unnamed (-26621)
ZNF311	unnamed (-83), unnamed (+24103), unnamed (+24752)
ZNF316	unnamed (-62), unnamed (+413), unnamed (+3102), unnamed (+22052)
ZNF317	unnamed (-393), unnamed (+430), unnamed (+8482)
ZNF318	unnamed (-29211), unnamed (-14631), unnamed (-357)
ZNF319	unnamed (+14804)
ZNF322	unnamed (-18883), unnamed (-16)
ZNF324	unnamed (-68)
ZNF324B	unnamed (-2553)
ZNF326	unnamed (-29584), unnamed (-76), unnamed (+8405)
ZNF331	unnamed (-12682), unnamed (-128)
ZNF333	unnamed (-46), unnamed (+28582)
ZNF335	unnamed (-11174), unnamed (+1853), unnamed (+25578)
ZNF33A	unnamed (+392)
ZNF33B	unnamed (+303)
ZNF34	unnamed (-727)
ZNF341	unnamed (+513), unnamed (+11107), unnamed (+12130), unnamed (+26050)
ZNF347	unnamed (-25801)
ZNF354B	unnamed (+84)
ZNF358	unnamed (-21333), unnamed (-10100)
ZNF362	unnamed (-18818), unnamed (-18079), unnamed (-4618), unnamed (+9334), unnamed (+18899)
ZNF365	unnamed (+14393)
ZNF367	unnamed (-5276), unnamed (-337), unnamed (+883), unnamed (+9460)
ZNF37A	unnamed (-123)
ZNF384	unnamed (+111)
ZNF385A	unnamed (-20422)
ZNF385C	unnamed (-5080)
ZNF391	unnamed (-20382), unnamed (+264)
ZNF394	unnamed (-14), unnamed (+6297)
ZNF395	unnamed (-15664)
ZNF396	unnamed (-9613)
ZNF397	unnamed (+258)
ZNF398	unnamed (-20036), unnamed (-2217), unnamed (-223)
ZNF407	unnamed (-4502)
ZNF408	unnamed (-95)
ZNF410	unnamed (-50)
ZNF414	unnamed (-3582), unnamed (+8080), unnamed (+9069)
ZNF416	unnamed (+12326)
ZNF417	unnamed (-55)
ZNF423	unnamed (+29967)
ZNF425	unnamed (-18913), unnamed (-1094), unnamed (-28)
ZNF426	unnamed (-27441)
ZNF428	unnamed (-9225), unnamed (-6582), unnamed (+19360)
ZNF429	unnamed (+8281)
ZNF43	unnamed (-28432)
ZNF430	unnamed (-11970)
ZNF431	unnamed (-13042), unnamed (+9628)
ZNF433	unnamed (+1361)
ZNF436	unnamed (-24970), unnamed (-14280), unnamed (+7188)
ZNF438	unnamed (-114), unnamed (+138)
ZNF440	unnamed (+7427), unnamed (+18126)
ZNF441	unnamed (-17118), unnamed (-7042), unnamed (+3060), unnamed (+5054)
ZNF442	unnamed (-1726)
ZNF444	unnamed (-15147), unnamed (-13607), unnamed (+17991), unnamed (+29290)
ZNF446	unnamed (-140), unnamed (+13492), unnamed (+13905), unnamed (+23425)
ZNF449	unnamed (-29)
ZNF451	unnamed (-19830), unnamed (-77)
ZNF460	unnamed (-588)
ZNF468	unnamed (+22585), unnamed (+27021)
ZNF469	unnamed (-19517), unnamed (-16912), unnamed (-10772), unnamed (+15812), unnamed (+21061)
ZNF473	unnamed (-27879), unnamed (-9328), unnamed (-96)
ZNF474	unnamed (-7270)
ZNF485	unnamed (-6982)
ZNF487	unnamed (-29249), unnamed (-28198), unnamed (-18952), unnamed (-16606), unnamed (-16003), unnamed (-9460), unnamed (-379)
ZNF490	unnamed (+43), unnamed (+6800)
ZNF491	unnamed (-28378), unnamed (-26384)
ZNF496	unnamed (-29443), unnamed (-681)
ZNF497	unnamed (-14236), unnamed (+231)
ZNF500	unnamed (-4708), unnamed (+831), unnamed (+12186), unnamed (+21845)
ZNF503	unnamed (-512), unnamed (+7219), unnamed (+20736)
ZNF507	unnamed (+6)
ZNF510	unnamed (-204)
ZNF511	unnamed (-3135), unnamed (+879)
ZNF512	unnamed (-2230), unnamed (-75)
ZNF512B	unnamed (-5257)
ZNF513	unnamed (-12172), unnamed (-82)
ZNF516	unnamed (+7907)
ZNF517	unnamed (+5880), unnamed (+6327)
ZNF518B	unnamed (-16027), unnamed (-15472)
ZNF521	unnamed (+2106)
ZNF525	unnamed (-5416)
ZNF526	unnamed (-22)
ZNF529	unnamed (+43)
ZNF541	unnamed (-6958), unnamed (+23919)
ZNF544	unnamed (+18578)
ZNF547	unnamed (-17)
ZNF550	unnamed (-6738)
ZNF552	unnamed (-3670), unnamed (+166), unnamed (+4246)
ZNF554	unnamed (-20989), unnamed (-2500), unnamed (-1943), unnamed (-1368), unnamed (-86)
ZNF555	unnamed (+17510)
ZNF556	unnamed (-8390), unnamed (+4592), unnamed (+10258)
ZNF557	unnamed (-2534), unnamed (+13793), unnamed (+14062)
ZNF558	unnamed (-255), unnamed (+11), unnamed (+20828), unnamed (+25496)
ZNF559	unnamed (-11097), unnamed (+19153)
ZNF559-ZNF177	unnamed (+29829)
ZNF561	unnamed (-20569), unnamed (-14841), unnamed (-35), unnamed (+23228)
ZNF562	unnamed (+15007)
ZNF564	unnamed (-22685), unnamed (-75), unnamed (+6859), unnamed (+23910), unnamed (+24788)
ZNF565	unnamed (-490)
ZNF566	unnamed (-3301)
ZNF57	unnamed (-28971), unnamed (-23305), unnamed (-537), unnamed (-191), unnamed (+7726)
ZNF572	unnamed (-26206), unnamed (-17021), unnamed (+3671), unnamed (+8493), unnamed (+9588)
ZNF574	unnamed (+7102)
ZNF575	unnamed (+15641)
ZNF576	unnamed (+3909)
ZNF577	unnamed (-3469)
ZNF579	unnamed (-4973), unnamed (-148), unnamed (+5677)
ZNF580	unnamed (-1588), unnamed (+1826)
ZNF581	unnamed (-501), unnamed (+4716)
ZNF582	unnamed (-2346), unnamed (+25374)
ZNF583	unnamed (-8466)
ZNF586	unnamed (-86)
ZNF587	unnamed (-50)
ZNF587B	unnamed (-54)
ZNF589	unnamed (-4414), unnamed (-781)
ZNF592	unnamed (-19625), unnamed (-13361)
ZNF593	unnamed (-8097), unnamed (-5283), unnamed (+25)
ZNF594	unnamed (-7588)
ZNF595	unnamed (-1505)
ZNF596	unnamed (-27799), unnamed (-25256), unnamed (+70)
ZNF598	unnamed (-497), unnamed (-183), unnamed (+1359), unnamed (+5710)
ZNF605	unnamed (-21184), unnamed (-8251)
ZNF606	unnamed (-6500)
ZNF608	unnamed (-2052)
ZNF610	unnamed (+3070)
ZNF611	unnamed (+1687), unnamed (+9312)
ZNF613	unnamed (-5043)
ZNF616	unnamed (+1054)
ZNF618	unnamed (-7585)
ZNF619	unnamed (+17764)
ZNF620	unnamed (-11162)
ZNF621	unnamed (-1), unnamed (+28635)
ZNF622	unnamed (-54), unnamed (+18605)
ZNF623	unnamed (-24555), unnamed (-13568), unnamed (+851), unnamed (+19588)
ZNF624	unnamed (-13691)
ZNF626	unnamed (+1020)
ZNF628	unnamed (-92)
ZNF629	unnamed (+8404), unnamed (+11109), unnamed (+11741)
ZNF638	unnamed (-24804)
ZNF639	unnamed (-23832), unnamed (-769), unnamed (+613)
ZNF641	unnamed (-11076), unnamed (-1860)
ZNF644	unnamed (-23205), unnamed (+709)
ZNF646	unnamed (-1055), unnamed (-86)
ZNF649	unnamed (-17166), unnamed (+13591)
ZNF652	unnamed (-12001)
ZNF653	unnamed (+14661), unnamed (+23197)
ZNF665	unnamed (+3910), unnamed (+8495)
ZNF668	unnamed (-8312), unnamed (+12756)
ZNF669	unnamed (-21948), unnamed (-14594), unnamed (-13437), unnamed (-12017), unnamed (-7593), unnamed (-6450), unnamed (-140), unnamed (+13738)
ZNF670	unnamed (-11879)
ZNF671	unnamed (-11278), unnamed (+14562)
ZNF672	unnamed (-9240), unnamed (+61)
ZNF677	unnamed (+27461)
ZNF680	unnamed (+2348)
ZNF683	unnamed (-5645), unnamed (-4231), unnamed (-1750), unnamed (+1622)
ZNF687	unnamed (-706), unnamed (+29411)
ZNF69	unnamed (+430), unnamed (+4877)
ZNF691	unnamed (-21374), unnamed (-14508), unnamed (-574), unnamed (+22887)
ZNF692	unnamed (-15467), unnamed (-14972), unnamed (-8306), unnamed (-153)
ZNF695	unnamed (+20836)
ZNF696	unnamed (-21408), unnamed (-12563), unnamed (-9662), unnamed (-6586), unnamed (+232), unnamed (+2855), unnamed (+24052)
ZNF699	unnamed (-3102)
ZNF7	unnamed (-22803), unnamed (-22356)
ZNF70	unnamed (-727), unnamed (+23987)
ZNF701	unnamed (+7725)
ZNF705A	unnamed (-9804), unnamed (+10965)
ZNF705E	unnamed (+16832), unnamed (+27001)
ZNF706	unnamed (-649), unnamed (+126), unnamed (+1337), unnamed (+6683)
ZNF707	unnamed (-15260), unnamed (-714)
ZNF708	unnamed (-15764), unnamed (-6494)
ZNF709	unnamed (-3989)
ZNF717	unnamed (-116), unnamed (+1398)
ZNF718	unnamed (+1098)
ZNF720	unnamed (-17409), unnamed (+5923)
ZNF721	unnamed (-13)
ZNF732	unnamed (-24472)
ZNF738	unnamed (-23026), unnamed (-13756)
ZNF746	unnamed (+36), unnamed (+1765), unnamed (+19974)
ZNF747	unnamed (-1054)
ZNF749	unnamed (-826)
ZNF75D	unnamed (-680)
ZNF76	unnamed (+389), unnamed (+859), unnamed (+17569)
ZNF761	unnamed (-3876)
ZNF763	unnamed (-22147), unnamed (-15283), unnamed (+23603)
ZNF764	unnamed (+22205)
ZNF768	unnamed (-860), unnamed (-271), unnamed (+9928)
ZNF77	unnamed (-29587), unnamed (-23613)
ZNF770	unnamed (-72)
ZNF771	unnamed (-7)
ZNF774	unnamed (-6208), unnamed (+596), unnamed (+10019), unnamed (+27169)
ZNF775	unnamed (-115), unnamed (+20909), unnamed (+21270), unnamed (+26001)
ZNF776	unnamed (-7894)
ZNF777	unnamed (-16710), unnamed (-5462), unnamed (-3465)
ZNF778	unnamed (-15784), unnamed (-1018), unnamed (+23225)
ZNF780A	unnamed (-7451)
ZNF781	unnamed (+11549)
ZNF783	unnamed (+21), unnamed (+5777)
ZNF785	unnamed (-12)
ZNF787	unnamed (-6300), unnamed (-4760), unnamed (+764)
ZNF788	unnamed (+4885)
ZNF789	unnamed (-140), unnamed (+509), unnamed (+21159)
